StartOfMonth,Season,State,Average State Income,Contact Method,Age Group,Gender,Scam Category,Scam Type,Amount_lost,Number_of_reports
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,65 and over,Male,Investment,Investment,$398.00,1
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Investment,Investment,$3000.00,1
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Investment,Investment,$4064.82,1
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Investment,Investment,$195460.00,1
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Investment,Investment,$4000.00,1
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Investment,Investment,$550.00,1
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,18 - 24,Male,Investment,Investment,$2030.00,1
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Investment,Investment,$8000.00,1
1/7/2024,Winter,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Investment,Investment,$627.32,1
1/7/2024,Winter,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Investment,Investment,$1900.00,1
1/7/2024,Winter,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Investment,Investment,$15000.00,1
1/7/2024,Winter,Western Australia,2094.3,Social media/Online forums,65 and over,Male,Investment,Investment,$150000.00,1
1/1/2024,Summer,Western Australia,2094.3,Phone call,25 - 34,Male,Investment,Investment,$72000.00,1
1/6/2024,Winter,Western Australia,2094.3,Phone call,55 - 64,Male,Investment,Investment,$46000.00,2
1/7/2024,Winter,Western Australia,2094.3,Phone call,35 - 44,Male,Investment,Investment,$1400.00,1
1/2/2024,Summer,Western Australia,2094.3,Phone call,65 and over,Male,Investment,Investment,$250.00,1
1/6/2024,Winter,Western Australia,2094.3,Phone call,65 and over,Male,Investment,Investment,$3500.00,1
1/5/2024,Autumn,Queensland,1901,Internet,65 and over,Male,Investment,Investment,$14900.00,1
1/4/2024,Autumn,Queensland,1901,Internet,35 - 44,Male,Investment,Investment,$450.00,1
1/5/2024,Autumn,Queensland,1901,Internet,45 - 54,Male,Investment,Investment,$3700.00,1
1/7/2024,Winter,Queensland,1901,Internet,45 - 54,Male,Investment,Investment,$2134.20,2
1/1/2024,Summer,Queensland,1901,Internet,18 - 24,Male,Investment,Investment,$380.00,1
1/6/2024,Winter,Queensland,1901,Internet,18 - 24,Male,Investment,Investment,$341.00,1
1/6/2024,Winter,Queensland,1901,Social media/Online forums,65 and over,Male,Investment,Investment,$309.00,1
1/2/2024,Summer,Queensland,1901,Social media/Online forums,45 - 54,Male,Investment,Investment,$84000.00,1
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Male,Investment,Investment,$145050.00,2
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Male,Investment,Investment,$45658.46,2
1/7/2024,Winter,Queensland,1901,Social media/Online forums,45 - 54,Male,Investment,Investment,$800000.00,1
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,25 - 34,Male,Investment,Investment,$9170.44,2
1/6/2024,Winter,Queensland,1901,Social media/Online forums,25 - 34,Male,Investment,Investment,$3500.00,1
1/7/2024,Winter,Queensland,1901,Social media/Online forums,25 - 34,Male,Investment,Investment,$56398.00,2
1/1/2024,Summer,Queensland,1901,Social media/Online forums,35 - 44,Male,Investment,Investment,$32000.00,1
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,35 - 44,Male,Investment,Investment,$45351.47,2
1/6/2024,Winter,Queensland,1901,Social media/Online forums,35 - 44,Male,Investment,Investment,$6969.35,1
1/2/2024,Summer,Queensland,1901,Mobile apps,65 and over,Male,Investment,Investment,$630000.00,1
1/2/2024,Summer,Queensland,1901,Mobile apps,25 - 34,Male,Investment,Investment,$510.00,1
1/4/2024,Autumn,Queensland,1901,Mobile apps,55 - 64,Male,Investment,Investment,$380.00,1
1/5/2024,Autumn,Queensland,1901,Mobile apps,45 - 54,Male,Investment,Investment,$3068.77,1
1/6/2024,Winter,Queensland,1901,Mobile apps,25 - 34,Male,Investment,Investment,$6000.00,1
1/6/2024,Winter,Queensland,1901,Mobile apps,18 - 24,Male,Investment,Investment,$35000.00,1
1/7/2024,Winter,Queensland,1901,Mobile apps,25 - 34,Male,Investment,Investment,$55000.00,1
1/1/2024,Summer,Queensland,1901,Email,35 - 44,Male,Investment,Investment,$16000.00,1
1/6/2024,Winter,Queensland,1901,Email,35 - 44,Male,Investment,Investment,$150000.00,1
1/7/2024,Winter,Queensland,1901,Email,18 - 24,Male,Investment,Investment,$6600.00,1
1/1/2024,Summer,Queensland,1901,Email,65 and over,Male,Investment,Investment,$2000.00,4
1/2/2024,Summer,Queensland,1901,Email,65 and over,Male,Investment,Investment,$532049.99,2
1/4/2024,Autumn,Queensland,1901,Email,65 and over,Male,Investment,Investment,$102000.00,6
1/5/2024,Autumn,Queensland,1901,Email,65 and over,Male,Investment,Investment,$750894.73,8
1/1/2024,Summer,Queensland,1901,In person,45 - 54,Male,Investment,Investment,$100000.00,1
1/3/2024,Autumn,Queensland,1901,In person,35 - 44,Male,Investment,Investment,$7000.00,1
1/4/2024,Autumn,Queensland,1901,In person,45 - 54,Male,Investment,Investment,$125000.00,1
1/5/2024,Autumn,Queensland,1901,In person,65 and over,Male,Investment,Investment,$10882.23,1
1/7/2024,Winter,Queensland,1901,In person,25 - 34,Male,Investment,Investment,$50000.00,1
1/2/2024,Summer,Queensland,1901,Text message,45 - 54,Male,Investment,Investment,$35000.00,1
1/3/2024,Autumn,Queensland,1901,Text message,45 - 54,Male,Investment,Investment,$7000.00,1
1/6/2024,Winter,Queensland,1901,Text message,25 - 34,Male,Investment,Investment,$10000.00,1
1/7/2024,Winter,Queensland,1901,Text message,45 - 54,Male,Investment,Investment,$36000.00,1
1/1/2024,Summer,Queensland,1901,Phone call,25 - 34,Male,Investment,Investment,$49200.00,2
1/2/2024,Summer,Queensland,1901,Phone call,35 - 44,Male,Investment,Investment,$35000.00,3
1/5/2024,Autumn,Queensland,1901,Phone call,35 - 44,Male,Investment,Investment,$13350.00,6
1/1/2024,Summer,Queensland,1901,Phone call,45 - 54,Male,Investment,Investment,$62000.00,5
1/2/2024,Summer,Queensland,1901,Phone call,45 - 54,Male,Investment,Investment,$344850.00,7
1/3/2024,Autumn,Queensland,1901,Phone call,45 - 54,Male,Investment,Investment,$16625.56,4
1/4/2024,Autumn,Queensland,1901,Phone call,45 - 54,Male,Investment,Investment,$394.00,3
1/7/2024,Winter,Queensland,1901,Phone call,45 - 54,Male,Investment,Investment,$80000.00,1
1/1/2024,Summer,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$5320.00,5
1/2/2024,Summer,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$97501.00,10
1/3/2024,Autumn,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$183300.05,6
1/4/2024,Autumn,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$363062.06,8
1/5/2024,Autumn,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$59277.00,6
1/6/2024,Winter,Queensland,1901,Phone call,65 and over,Male,Investment,Investment,$48037.00,4
1/3/2024,Autumn,Victoria,1882,Social media/Online forums,35 - 44,Male,Investment,Investment,$5432.00,2
1/2/2024,Summer,Victoria,1882,Social media/Online forums,25 - 34,Male,Investment,Investment,$43549.00,3
1/7/2024,Winter,Victoria,1882,Social media/Online forums,25 - 34,Male,Investment,Investment,$242998.66,2
1/2/2024,Summer,Victoria,1882,Social media/Online forums,45 - 54,Male,Investment,Investment,$800000.00,2
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Male,Investment,Investment,$502800.00,2
1/5/2024,Autumn,Victoria,1882,Social media/Online forums,55 - 64,Male,Investment,Investment,$5547.54,2
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,65 and over,Male,Investment,Investment,$420.00,1
1/5/2024,Autumn,Victoria,1882,Social media/Online forums,18 - 24,Male,Investment,Investment,$2044.65,1
1/7/2024,Winter,Victoria,1882,Social media/Online forums,18 - 24,Male,Investment,Investment,$1311.00,1
1/7/2024,Winter,Victoria,1882,Social media/Online forums,65 and over,Male,Investment,Investment,$525000.00,1
1/1/2024,Summer,Victoria,1882,Internet,55 - 64,Male,Investment,Investment,$200.00,1
1/4/2024,Autumn,Victoria,1882,Internet,65 and over,Male,Investment,Investment,$150000.00,1
1/5/2024,Autumn,Victoria,1882,Internet,55 - 64,Male,Investment,Investment,$470.00,1
1/7/2024,Winter,Victoria,1882,Internet,25 - 34,Male,Investment,Investment,$300.00,1
1/2/2024,Summer,Victoria,1882,Internet,45 - 54,Male,Investment,Investment,$7800.00,1
1/3/2024,Autumn,Victoria,1882,Internet,45 - 54,Male,Investment,Investment,$15000.00,1
1/5/2024,Autumn,Victoria,1882,Internet,45 - 54,Male,Investment,Investment,$3500.00,1
1/7/2024,Winter,Victoria,1882,Internet,45 - 54,Male,Investment,Investment,$1700.00,1
1/7/2024,Winter,Victoria,1882,Internet,35 - 44,Male,Investment,Investment,$1392.82,1
1/3/2024,Autumn,Victoria,1882,Mobile apps,25 - 34,Male,Investment,Investment,$279.00,1
1/6/2024,Winter,Victoria,1882,Mobile apps,25 - 34,Male,Investment,Investment,$20000.00,1
1/7/2024,Winter,Victoria,1882,Mobile apps,25 - 34,Male,Investment,Investment,$103667.81,4
1/1/2024,Summer,Victoria,1882,Mobile apps,18 - 24,Male,Investment,Investment,$48394.00,2
1/2/2024,Summer,Victoria,1882,Mobile apps,45 - 54,Male,Investment,Investment,$330850.00,2
1/1/2024,Summer,Victoria,1882,Email,65 and over,Male,Investment,Investment,$40000.00,3
1/2/2024,Summer,Victoria,1882,Email,65 and over,Male,Investment,Investment,$150000.00,1
1/3/2024,Autumn,Victoria,1882,Email,35 - 44,Male,Investment,Investment,$20000.00,1
1/6/2024,Winter,Victoria,1882,Email,65 and over,Male,Investment,Investment,$9900.00,6
1/6/2024,Winter,Victoria,1882,Email,45 - 54,Male,Investment,Investment,$8500.00,1
1/7/2024,Winter,Victoria,1882,Email,55 - 64,Male,Investment,Investment,$386.00,1
1/2/2024,Summer,Victoria,1882,Text message,45 - 54,Male,Investment,Investment,$120.00,1
1/3/2024,Autumn,Victoria,1882,Text message,45 - 54,Male,Investment,Investment,$12000.00,1
1/4/2024,Autumn,Victoria,1882,Text message,25 - 34,Male,Investment,Investment,$10377.46,1
1/7/2024,Winter,Victoria,1882,Text message,25 - 34,Male,Investment,Investment,$150000.00,1
1/1/2024,Summer,Victoria,1882,In person,55 - 64,Male,Investment,Investment,$80000.00,1
1/1/2024,Summer,Victoria,1882,In person,65 and over,Male,Investment,Investment,$5000.00,1
1/1/2024,Summer,Victoria,1882,In person,35 - 44,Male,Investment,Investment,$190000.00,1
1/2/2024,Summer,Victoria,1882,In person,45 - 54,Male,Investment,Investment,$8500.00,1
1/4/2024,Autumn,Victoria,1882,In person,45 - 54,Male,Investment,Investment,$5000.00,1
1/6/2024,Winter,Victoria,1882,In person,65 and over,Male,Investment,Investment,$50000.00,1
1/6/2024,Winter,Victoria,1882,In person,35 - 44,Male,Investment,Investment,$18780.00,2
1/1/2024,Summer,Victoria,1882,Phone call,35 - 44,Male,Investment,Investment,$1835000.00,4
1/3/2024,Autumn,Victoria,1882,Phone call,35 - 44,Male,Investment,Investment,$37764.61,3
1/4/2024,Autumn,Victoria,1882,Phone call,35 - 44,Male,Investment,Investment,$260353.25,5
1/5/2024,Autumn,Victoria,1882,Phone call,35 - 44,Male,Investment,Investment,$286700.00,5
1/6/2024,Winter,Victoria,1882,Phone call,35 - 44,Male,Investment,Investment,$2676.00,1
1/2/2024,Summer,Victoria,1882,Phone call,45 - 54,Male,Investment,Investment,$12000.00,4
1/3/2024,Autumn,Victoria,1882,Phone call,45 - 54,Male,Investment,Investment,$513902.29,3
1/4/2024,Autumn,Victoria,1882,Phone call,45 - 54,Male,Investment,Investment,$400400.00,4
1/5/2024,Autumn,Victoria,1882,Phone call,45 - 54,Male,Investment,Investment,$380.00,6
1/1/2024,Summer,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$181375.00,7
1/2/2024,Summer,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$50425.10,2
1/3/2024,Autumn,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$480474.79,3
1/4/2024,Autumn,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$182850.00,6
1/5/2024,Autumn,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$100429.98,6
1/6/2024,Winter,Victoria,1882,Phone call,65 and over,Male,Investment,Investment,$158870.24,3
1/3/2024,Autumn,Victoria,1882,Phone call,55 - 64,Male,Investment,Investment,$70000.00,1
1/7/2024,Winter,Victoria,1882,Phone call,55 - 64,Male,Investment,Investment,$324900.00,4
1/1/2024,Summer,New South Wales,1935.7,Social media/Online forums,25 - 34,Male,Investment,Investment,$5900.00,1
1/5/2024,Autumn,New South Wales,1935.7,Social media/Online forums,25 - 34,Male,Investment,Investment,$82000.00,2
1/7/2024,Winter,New South Wales,1935.7,Social media/Online forums,25 - 34,Male,Investment,Investment,$20000.00,1
1/4/2024,Autumn,New South Wales,1935.7,Social media/Online forums,45 - 54,Male,Investment,Investment,$2638.00,1
1/2/2024,Summer,New South Wales,1935.7,Social media/Online forums,18 - 24,Male,Investment,Investment,$241780.00,3
1/5/2024,Autumn,New South Wales,1935.7,Social media/Online forums,18 - 24,Male,Investment,Investment,$107.44,1
1/7/2024,Winter,New South Wales,1935.7,Social media/Online forums,18 - 24,Male,Investment,Investment,$86100.00,4
1/1/2024,Summer,New South Wales,1935.7,Social media/Online forums,65 and over,Male,Investment,Investment,$54000.00,2
1/1/2024,Summer,New South Wales,1935.7,Social media/Online forums,35 - 44,Male,Investment,Investment,$45000.00,1
1/3/2024,Autumn,New South Wales,1935.7,Internet,35 - 44,Male,Investment,Investment,$30420.00,2
1/4/2024,Autumn,New South Wales,1935.7,Internet,35 - 44,Male,Investment,Investment,$147.00,1
1/5/2024,Autumn,New South Wales,1935.7,Internet,35 - 44,Male,Investment,Investment,$7600.00,1
1/6/2024,Winter,New South Wales,1935.7,Internet,35 - 44,Male,Investment,Investment,$24921.75,1
1/2/2024,Summer,New South Wales,1935.7,Internet,25 - 34,Male,Investment,Investment,$10061.08,1
1/6/2024,Winter,New South Wales,1935.7,Internet,25 - 34,Male,Investment,Investment,$4000.00,1
1/2/2024,Summer,New South Wales,1935.7,Internet,55 - 64,Male,Investment,Investment,$30000.00,1
1/4/2024,Autumn,New South Wales,1935.7,Internet,55 - 64,Male,Investment,Investment,$80000.00,1
1/7/2024,Winter,New South Wales,1935.7,Internet,55 - 64,Male,Investment,Investment,$23256.90,1
1/6/2024,Winter,New South Wales,1935.7,Internet,65 and over,Male,Investment,Investment,$69733.00,2
1/1/2024,Summer,New South Wales,1935.7,Internet,45 - 54,Male,Investment,Investment,$90000.00,1
1/2/2024,Summer,New South Wales,1935.7,Internet,45 - 54,Male,Investment,Investment,$5000.00,1
1/4/2024,Autumn,New South Wales,1935.7,Internet,45 - 54,Male,Investment,Investment,$186129.99,1
1/7/2024,Winter,New South Wales,1935.7,Internet,45 - 54,Male,Investment,Investment,$1037.00,1
1/4/2024,Autumn,New South Wales,1935.7,Internet,18 - 24,Male,Investment,Investment,$17000.00,1
1/7/2024,Winter,New South Wales,1935.7,Internet,18 - 24,Male,Investment,Investment,$97.00,1
1/1/2024,Summer,New South Wales,1935.7,Mobile apps,45 - 54,Male,Investment,Investment,$22778.00,1
1/1/2024,Summer,New South Wales,1935.7,Mobile apps,18 - 24,Male,Investment,Investment,$1629.00,1
1/3/2024,Autumn,New South Wales,1935.7,Mobile apps,45 - 54,Male,Investment,Investment,$2149.89,1
1/7/2024,Winter,New South Wales,1935.7,Mobile apps,55 - 64,Male,Investment,Investment,$15000.00,1
1/3/2024,Autumn,New South Wales,1935.7,Mobile apps,35 - 44,Male,Investment,Investment,$3215.00,1
1/4/2024,Autumn,New South Wales,1935.7,Mobile apps,35 - 44,Male,Investment,Investment,$358.00,1
1/1/2024,Summer,New South Wales,1935.7,Mobile apps,25 - 34,Male,Investment,Investment,$24650.00,1
1/1/2024,Summer,New South Wales,1935.7,Email,65 and over,Male,Investment,Investment,$170369.00,9
1/2/2024,Summer,New South Wales,1935.7,Email,65 and over,Male,Investment,Investment,$564541.00,4
1/4/2024,Autumn,New South Wales,1935.7,Email,65 and over,Male,Investment,Investment,$250000.00,7
1/5/2024,Autumn,New South Wales,1935.7,Email,65 and over,Male,Investment,Investment,$50000.00,8
1/6/2024,Winter,New South Wales,1935.7,Email,65 and over,Male,Investment,Investment,$448694.77,5
1/1/2024,Summer,New South Wales,1935.7,Email,55 - 64,Male,Investment,Investment,$2486068.00,3
1/2/2024,Summer,New South Wales,1935.7,Email,35 - 44,Male,Investment,Investment,$11903.00,2
1/2/2024,Summer,New South Wales,1935.7,Email,45 - 54,Male,Investment,Investment,$255383.90,4
1/3/2024,Autumn,New South Wales,1935.7,Email,55 - 64,Male,Investment,Investment,$5692.00,1
1/4/2024,Autumn,New South Wales,1935.7,Email,55 - 64,Male,Investment,Investment,$6000.00,1
1/5/2024,Autumn,New South Wales,1935.7,Email,35 - 44,Male,Investment,Investment,$3380.65,2
1/5/2024,Autumn,New South Wales,1935.7,Email,55 - 64,Male,Investment,Investment,$340319.99,4
1/6/2024,Winter,New South Wales,1935.7,Email,55 - 64,Male,Investment,Investment,$342472.00,2
1/7/2024,Winter,New South Wales,1935.7,Email,45 - 54,Male,Investment,Investment,$384.00,1
1/7/2024,Winter,New South Wales,1935.7,Text message,55 - 64,Male,Investment,Investment,$742000.00,3
1/2/2024,Summer,New South Wales,1935.7,In person,25 - 34,Male,Investment,Investment,$253629.17,1
1/2/2024,Summer,New South Wales,1935.7,In person,45 - 54,Male,Investment,Investment,$1150000.00,1
1/4/2024,Autumn,New South Wales,1935.7,In person,25 - 34,Male,Investment,Investment,$300000.00,1
1/4/2024,Autumn,New South Wales,1935.7,In person,45 - 54,Male,Investment,Investment,$72970.00,1
1/7/2024,Winter,New South Wales,1935.7,In person,35 - 44,Male,Investment,Investment,$100000.00,1
1/7/2024,Winter,New South Wales,1935.7,Mail,35 - 44,Male,Investment,Investment,$230000.00,1
1/3/2024,Autumn,New South Wales,1935.7,Phone call,25 - 34,Male,Investment,Investment,$100000.00,2
1/6/2024,Winter,New South Wales,1935.7,Phone call,25 - 34,Male,Investment,Investment,$2750.00,1
